defense,methods,trials,asr,conditional_asr,accuracy,clean_accuracy,utility_drop,defense_block_rate,retrieval_hit_rate,average_detector_latency_ms
조합1,prompt_guard,0,0.0,,0.0,0.0,0.0,,0.0,0.0
